Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit
ORD-1300,01-06-2022,03-06-2022,CUST-199,PROD-21,49591,8,0.16,495.91
ORD-1301,15-12-2022,20-12-2022,CUST-74,PROD-26,20828,10,0.25,2082.8
ORD-1302,03-01-2022,06-01-2022,CUST-6,PROD-34,6305,2,0.02,819.65
ORD-1303,24-10-2022,29-10-2022,CUST-123,PROD-10,3842,8,0.29,537.88
ORD-1304,26-11-2022,28-11-2022,CUST-197,PROD-9,11864,4,0.26,1305.04
ORD-1305,28-06-2024,01-07-2024,CUST-114,PROD-37,41865,1,0.03,5023.8
ORD-1306,15-10-2024,17-10-2024,CUST-52,PROD-31,11888,3,0.27,1426.56
ORD-1307,21-08-2023,26-08-2023,CUST-84,PROD-18,43115,1,0.21,2586.9
ORD-1308,12-09-2022,17-09-2022,CUST-182,PROD-48,31498,2,0.3,4724.7
ORD-1309,31-12-2022,02-01-2023,CUST-84,PROD-44,6204,2,0.25,620.4
ORD-1310,03-02-2022,05-02-2022,CUST-59,PROD-44,36546,2,0.29,5116.44
ORD-1311,18-08-2022,20-08-2022,CUST-143,PROD-26,13871,8,0.05,1387.1
ORD-1312,03-05-2024,08-05-2024,CUST-72,PROD-30,3177,5,0.07,254.16
ORD-1313,20-03-2023,23-03-2023,CUST-17,PROD-34,43357,4,0.28,5636.41
ORD-1314,09-02-2023,13-02-2023,CUST-117,PROD-36,40563,7,0.28,5273.19
ORD-1315,28-06-2023,30-06-2023,CUST-47,PROD-50,24973,8,0.08,1748.11
ORD-1316,11-09-2024,16-09-2024,CUST-142,PROD-5,15095,5,0.13,-301.9
ORD-1317,23-02-2022,26-02-2022,CUST-200,PROD-12,27606,10,0.12,828.18
ORD-1318,10-11-2024,13-11-2024,CUST-153,PROD-35,43953,9,0.27,5274.36
ORD-1319,16-05-2023,20-05-2023,CUST-45,PROD-38,12006,3,0.25,1200.6
ORD-1320,14-11-2024,16-11-2024,CUST-167,PROD-25,8669,1,0.01,1213.66
ORD-1321,24-03-2022,27-03-2022,CUST-56,PROD-35,30426,9,0.17,608.52
ORD-1322,29-02-2024,02-03-2024,CUST-51,PROD-40,24417,2,0.23,1953.36
ORD-1323,26-01-2023,29-01-2023,CUST-156,PROD-50,3170,2,0.28,412.1
ORD-1324,16-08-2022,21-08-2022,CUST-169,PROD-46,18687,9,0.09,1121.22
ORD-1325,21-10-2022,25-10-2022,CUST-3,PROD-9,36356,3,0.1,1817.8
ORD-1326,16-04-2023,19-04-2023,CUST-127,PROD-39,18838,10,0.3,2825.7
ORD-1327,28-10-2023,02-11-2023,CUST-12,PROD-22,43498,2,0.23,3479.84
ORD-1328,17-05-2022,20-05-2022,CUST-46,PROD-24,1176,5,0.05,-117.6
ORD-1329,23-08-2022,26-08-2022,CUST-104,PROD-43,9840,5,0.07,787.2
ORD-1330,25-09-2024,28-09-2024,CUST-198,PROD-18,25490,10,0.02,3313.7
ORD-1331,18-08-2023,22-08-2023,CUST-164,PROD-13,20078,6,0.01,2810.92
ORD-1332,24-01-2022,27-01-2022,CUST-131,PROD-45,6991,3,0.03,838.92
ORD-1333,19-09-2022,24-09-2022,CUST-197,PROD-10,42724,6,0.08,2990.68
ORD-1334,01-05-2022,04-05-2022,CUST-192,PROD-49,2203,4,0.01,308.42
ORD-1335,18-05-2024,21-05-2024,CUST-130,PROD-43,9288,1,0.13,-185.76
ORD-1336,06-07-2022,10-07-2022,CUST-6,PROD-37,12120,3,0.18,363.6
ORD-1337,22-03-2024,27-03-2024,CUST-7,PROD-33,15523,10,0.18,465.69
ORD-1338,08-11-2024,10-11-2024,CUST-13,PROD-23,37752,6,0.18,1132.56
ORD-1339,10-12-2024,14-12-2024,CUST-176,PROD-41,10098,9,0.23,807.84
ORD-1340,20-11-2024,22-11-2024,CUST-48,PROD-47,10003,1,0.03,1200.36
ORD-1341,09-04-2022,12-04-2022,CUST-78,PROD-30,48100,3,0.02,6253
ORD-1342,13-09-2022,16-09-2022,CUST-46,PROD-15,27672,7,0.26,3043.92
ORD-1343,19-01-2022,21-01-2022,CUST-129,PROD-31,45238,8,0.22,3166.66
ORD-1344,11-03-2023,15-03-2023,CUST-122,PROD-38,1637,10,0.12,-49.11
ORD-1345,30-03-2022,01-04-2022,CUST-46,PROD-21,45388,9,0.22,3177.16
ORD-1346,05-05-2022,07-05-2022,CUST-157,PROD-42,3568,9,0.16,-35.68
ORD-1347,19-06-2023,24-06-2023,CUST-89,PROD-36,6111,2,0.1,305.55
ORD-1348,16-09-2023,19-09-2023,CUST-10,PROD-1,40741,8,0.05,4074.1
ORD-1349,14-07-2024,18-07-2024,CUST-43,PROD-47,10098,7,0.27,1211.76
ORD-1350,22-07-2022,27-07-2022,CUST-142,PROD-50,17222,1,0.1,861.1
ORD-1351,23-06-2023,26-06-2023,CUST-40,PROD-37,3597,6,0.17,-71.94
ORD-1352,11-06-2023,15-06-2023,CUST-50,PROD-12,48471,2,0.03,5816.52
ORD-1353,05-02-2024,07-02-2024,CUST-76,PROD-4,2870,7,0.03,344.4
ORD-1354,05-05-2023,10-05-2023,CUST-105,PROD-6,21535,7,0.18,646.05
ORD-1355,17-03-2024,19-03-2024,CUST-82,PROD-24,23426,7,0.24,2108.34
ORD-1356,17-01-2022,22-01-2022,CUST-98,PROD-9,27970,4,0.3,4195.5
ORD-1357,22-03-2023,25-03-2023,CUST-196,PROD-45,25460,2,0.04,2800.6
ORD-1358,26-02-2023,02-03-2023,CUST-157,PROD-23,37734,9,0.25,3773.4
ORD-1359,21-12-2022,24-12-2022,CUST-122,PROD-47,46667,5,0.05,4666.7
ORD-1360,21-09-2024,24-09-2024,CUST-16,PROD-2,24221,9,0.09,1453.26
ORD-1361,15-05-2023,17-05-2023,CUST-61,PROD-42,37715,2,0.04,4148.65
ORD-1362,10-06-2024,12-06-2024,CUST-102,PROD-46,13201,2,0.1,660.05
ORD-1363,22-04-2022,25-04-2022,CUST-129,PROD-42,22025,5,0.06,1982.25
ORD-1364,29-11-2023,02-12-2023,CUST-92,PROD-43,4881,8,0.15,0
ORD-1365,02-11-2024,07-11-2024,CUST-85,PROD-44,35658,8,0.15,0
ORD-1366,18-07-2024,21-07-2024,CUST-23,PROD-39,31574,6,0.14,315.74
ORD-1367,19-10-2024,21-10-2024,CUST-22,PROD-1,16318,8,0,2447.7
ORD-1368,17-07-2022,21-07-2022,CUST-82,PROD-28,9362,5,0.12,280.86
ORD-1369,14-09-2022,17-09-2022,CUST-32,PROD-15,41487,9,0.02,5393.31
ORD-1370,29-01-2023,01-02-2023,CUST-79,PROD-15,4845,6,0.23,387.6
ORD-1371,04-02-2024,08-02-2024,CUST-34,PROD-5,7000,8,0.06,630
ORD-1372,25-04-2022,29-04-2022,CUST-115,PROD-27,43169,8,0,6475.35
ORD-1373,14-07-2023,18-07-2023,CUST-174,PROD-30,42381,6,0.12,1271.43
ORD-1374,05-10-2023,08-10-2023,CUST-173,PROD-29,48357,8,0.28,6286.41
ORD-1375,04-04-2023,07-04-2023,CUST-151,PROD-33,11110,1,0.3,1666.5
ORD-1376,09-09-2024,12-09-2024,CUST-26,PROD-8,37744,8,0.28,4906.72
ORD-1377,08-03-2023,12-03-2023,CUST-125,PROD-22,7522,4,0.15,0
ORD-1378,14-12-2024,16-12-2024,CUST-190,PROD-46,12018,10,0.07,961.44
ORD-1379,18-06-2023,23-06-2023,CUST-117,PROD-25,7950,7,0.28,1033.5
ORD-1380,18-09-2023,22-09-2023,CUST-188,PROD-46,46875,3,0.28,6093.75
ORD-1381,02-02-2022,05-02-2022,CUST-83,PROD-24,33973,10,0.28,4416.49
ORD-1382,17-10-2022,20-10-2022,CUST-103,PROD-24,5133,1,0,769.95
ORD-1383,04-02-2022,09-02-2022,CUST-58,PROD-21,37791,8,0.18,1133.73
ORD-1384,02-05-2024,06-05-2024,CUST-87,PROD-44,32669,4,0.22,2286.83
ORD-1385,24-04-2023,27-04-2023,CUST-135,PROD-17,27756,8,0.25,2775.6
ORD-1386,22-07-2023,26-07-2023,CUST-122,PROD-22,48268,2,0.26,5309.48
ORD-1387,04-04-2024,08-04-2024,CUST-27,PROD-15,46250,9,0,6937.5
ORD-1388,16-02-2022,20-02-2022,CUST-45,PROD-10,8668,8,0.23,693.44
ORD-1389,26-09-2023,29-09-2023,CUST-122,PROD-21,49094,5,0.01,6873.16
ORD-1390,01-04-2024,04-04-2024,CUST-83,PROD-22,20740,7,0.13,414.8
ORD-1391,19-01-2023,21-01-2023,CUST-2,PROD-26,38522,4,0,5778.3
ORD-1392,18-02-2023,20-02-2023,CUST-154,PROD-13,22144,1,0.03,2657.28
ORD-1393,15-11-2023,20-11-2023,CUST-12,PROD-47,19851,6,0.08,1389.57
ORD-1394,18-10-2023,22-10-2023,CUST-167,PROD-9,10835,4,0.09,650.1
ORD-1395,21-01-2024,25-01-2024,CUST-137,PROD-33,43071,10,0.03,5168.52
ORD-1396,02-03-2024,06-03-2024,CUST-100,PROD-7,40466,4,0.27,4855.92
ORD-1397,27-08-2023,01-09-2023,CUST-170,PROD-38,27409,1,0.2,1370.45
ORD-1398,20-12-2023,25-12-2023,CUST-1,PROD-34,31770,5,0.01,4447.8
ORD-1399,03-09-2022,08-09-2022,CUST-196,PROD-16,3750,8,0.12,112.5
ORD-1400,01-11-2023,04-11-2023,CUST-55,PROD-3,35274,8,0.23,2821.92
ORD-1401,02-12-2022,06-12-2022,CUST-11,PROD-26,5560,6,0.1,-278
ORD-1402,05-12-2022,09-12-2022,CUST-4,PROD-21,16248,1,0.26,1787.28
ORD-1403,15-03-2024,17-03-2024,CUST-104,PROD-36,29354,9,0.02,3816.02
ORD-1404,18-03-2022,23-03-2022,CUST-66,PROD-3,37886,9,0.26,4167.46
ORD-1405,09-02-2024,11-02-2024,CUST-67,PROD-42,21860,1,0.24,1967.4
ORD-1406,24-04-2024,26-04-2024,CUST-86,PROD-31,39347,5,0.07,3147.76
ORD-1407,13-10-2023,18-10-2023,CUST-147,PROD-27,29385,7,0.12,881.55
ORD-1408,05-06-2022,09-06-2022,CUST-91,PROD-23,37273,3,0.09,2236.38
ORD-1409,06-12-2022,08-12-2022,CUST-191,PROD-46,13148,6,0.21,788.88
ORD-1410,18-04-2022,21-04-2022,CUST-90,PROD-50,5581,1,0.11,-223.24
ORD-1411,09-04-2024,14-04-2024,CUST-134,PROD-24,5701,7,0.2,285.05
ORD-1412,22-12-2022,26-12-2022,CUST-30,PROD-29,10554,4,0.3,1583.1
ORD-1413,25-12-2024,29-12-2024,CUST-99,PROD-43,38561,6,0.03,4627.32
ORD-1414,24-06-2024,27-06-2024,CUST-127,PROD-32,46264,6,0.25,4626.4
ORD-1415,07-01-2024,12-01-2024,CUST-72,PROD-7,37216,3,0.19,1488.64
ORD-1416,14-01-2024,17-01-2024,CUST-86,PROD-27,39276,1,0.26,4320.36
ORD-1417,22-11-2024,26-11-2024,CUST-189,PROD-31,49533,9,0.09,2971.98
ORD-1418,29-05-2023,02-06-2023,CUST-166,PROD-20,41548,7,0.05,4154.8
ORD-1419,20-12-2022,24-12-2022,CUST-156,PROD-9,15850,3,0.07,1268
ORD-1420,07-02-2022,10-02-2022,CUST-132,PROD-11,7911,2,0.16,-79.11
ORD-1421,27-06-2022,02-07-2022,CUST-81,PROD-37,5190,8,0.17,103.8
ORD-1422,13-02-2024,16-02-2024,CUST-197,PROD-32,30488,10,0.16,304.88
ORD-1423,02-11-2023,05-11-2023,CUST-44,PROD-6,28689,1,0.11,1147.56
ORD-1424,27-07-2024,30-07-2024,CUST-170,PROD-3,18245,4,0.16,182.45
ORD-1425,23-06-2023,25-06-2023,CUST-7,PROD-49,24195,3,0.2,1209.75
ORD-1426,19-03-2022,24-03-2022,CUST-122,PROD-22,31910,3,0.06,2871.9
ORD-1427,02-04-2023,05-04-2023,CUST-121,PROD-1,19395,10,0.22,1357.65
ORD-1428,25-01-2022,27-01-2022,CUST-156,PROD-14,39867,6,0.2,1993.35
ORD-1429,14-02-2022,16-02-2022,CUST-69,PROD-43,25659,2,0.02,3335.67
ORD-1430,19-03-2024,23-03-2024,CUST-131,PROD-8,49928,1,0.05,4992.8
ORD-1431,11-04-2022,13-04-2022,CUST-101,PROD-35,41828,4,0.25,4182.8
ORD-1432,24-09-2022,28-09-2022,CUST-26,PROD-35,19444,6,0.17,388.88
ORD-1433,20-10-2023,22-10-2023,CUST-100,PROD-25,38208,1,0.22,2674.56
ORD-1434,21-03-2024,24-03-2024,CUST-187,PROD-5,33208,9,0.13,664.16
ORD-1435,12-10-2023,16-10-2023,CUST-67,PROD-1,8064,4,0.07,645.12
ORD-1436,09-12-2023,11-12-2023,CUST-152,PROD-15,39941,9,0.15,0
ORD-1437,25-10-2023,27-10-2023,CUST-6,PROD-19,10118,5,0.28,1315.34
ORD-1438,08-05-2023,13-05-2023,CUST-182,PROD-12,28490,7,0.06,2564.1
ORD-1439,11-10-2022,16-10-2022,CUST-56,PROD-2,25367,5,0.19,1014.68
ORD-1440,11-07-2024,14-07-2024,CUST-51,PROD-7,39876,5,0.12,1196.28
ORD-1441,29-01-2024,01-02-2024,CUST-158,PROD-22,19019,4,0.05,1901.9
ORD-1442,12-05-2024,17-05-2024,CUST-28,PROD-8,2642,4,0.16,26.42
ORD-1443,15-03-2023,18-03-2023,CUST-162,PROD-27,26006,5,0.05,2600.6
ORD-1444,05-01-2023,09-01-2023,CUST-184,PROD-26,19704,9,0.24,1773.36
ORD-1445,04-11-2022,09-11-2022,CUST-128,PROD-46,44036,5,0.05,4403.6
ORD-1446,21-07-2023,23-07-2023,CUST-108,PROD-35,26630,2,0.2,1331.5
ORD-1447,08-02-2022,10-02-2022,CUST-86,PROD-4,31741,4,0.15,0
ORD-1448,18-09-2022,20-09-2022,CUST-8,PROD-46,18474,9,0.13,-369.48
ORD-1449,16-04-2024,19-04-2024,CUST-45,PROD-49,41287,2,0,6193.05
ORD-1450,04-05-2024,09-05-2024,CUST-172,PROD-39,41348,7,0.18,1240.44
ORD-1451,30-01-2024,02-02-2024,CUST-124,PROD-31,29972,10,0.03,3596.64
ORD-1452,13-09-2023,18-09-2023,CUST-190,PROD-15,44792,5,0.22,3135.44
ORD-1453,28-02-2022,04-03-2022,CUST-54,PROD-1,33307,8,0.09,1998.42
ORD-1454,08-08-2022,10-08-2022,CUST-144,PROD-42,20934,4,0.3,3140.1
ORD-1455,21-12-2024,23-12-2024,CUST-7,PROD-35,10680,6,0,1602
ORD-1456,06-04-2024,08-04-2024,CUST-198,PROD-10,18656,1,0.15,0
ORD-1457,19-03-2024,24-03-2024,CUST-166,PROD-2,40371,3,0.3,6055.65
ORD-1458,06-08-2024,10-08-2024,CUST-13,PROD-17,2184,10,0.06,196.56
ORD-1459,25-10-2022,28-10-2022,CUST-90,PROD-4,4822,2,0.12,144.66
ORD-1460,25-12-2022,30-12-2022,CUST-78,PROD-16,43302,9,0.05,4330.2
ORD-1461,16-11-2022,18-11-2022,CUST-141,PROD-47,31161,3,0.16,311.61
ORD-1462,27-02-2022,04-03-2022,CUST-71,PROD-17,26439,8,0.01,3701.46
ORD-1463,25-09-2022,29-09-2022,CUST-78,PROD-48,30280,9,0,4542
ORD-1464,19-10-2023,22-10-2023,CUST-166,PROD-10,20905,2,0.11,836.2
ORD-1465,28-04-2022,03-05-2022,CUST-175,PROD-35,41105,3,0,6165.75
ORD-1466,29-10-2023,02-11-2023,CUST-130,PROD-48,29258,6,0.03,3510.96
ORD-1467,24-07-2023,29-07-2023,CUST-39,PROD-9,29588,7,0.22,2071.16
ORD-1468,02-11-2022,07-11-2022,CUST-137,PROD-44,17311,8,0.18,519.33
ORD-1469,03-01-2024,08-01-2024,CUST-79,PROD-9,49782,9,0.03,5973.84
ORD-1470,14-11-2024,18-11-2024,CUST-12,PROD-9,2124,4,0.07,169.92
ORD-1471,03-02-2023,08-02-2023,CUST-190,PROD-2,28046,5,0.09,1682.76
ORD-1472,29-01-2024,03-02-2024,CUST-130,PROD-33,28213,1,0.12,846.39
ORD-1473,14-12-2022,16-12-2022,CUST-167,PROD-33,47175,2,0.05,4717.5
ORD-1474,30-07-2024,02-08-2024,CUST-119,PROD-13,5996,4,0.01,839.44
ORD-1475,22-04-2023,26-04-2023,CUST-43,PROD-21,11774,6,0.2,-588.7
ORD-1476,28-10-2023,02-11-2023,CUST-139,PROD-30,20016,3,0.18,600.48
ORD-1477,29-12-2024,03-01-2025,CUST-46,PROD-45,38584,3,0.28,5015.92
ORD-1478,12-11-2023,16-11-2023,CUST-34,PROD-14,36291,2,0.03,4354.92
ORD-1479,13-12-2023,17-12-2023,CUST-168,PROD-17,35853,4,0.22,2509.71
ORD-1480,25-09-2023,30-09-2023,CUST-107,PROD-16,7234,7,0.29,1012.76
ORD-1481,15-04-2023,19-04-2023,CUST-114,PROD-50,18147,2,0.15,0
ORD-1482,19-01-2023,21-01-2023,CUST-166,PROD-46,46098,8,0.15,0
ORD-1483,27-08-2022,31-08-2022,CUST-184,PROD-18,11989,5,0.22,839.23
ORD-1484,09-02-2022,13-02-2022,CUST-51,PROD-20,35083,1,0.05,3508.3
ORD-1485,19-09-2024,21-09-2024,CUST-58,PROD-11,2016,1,0.14,20.16
ORD-1486,08-06-2023,12-06-2023,CUST-68,PROD-4,22413,8,0.2,1120.65
ORD-1487,21-03-2022,23-03-2022,CUST-84,PROD-15,3356,1,0.22,234.92
ORD-1488,26-05-2022,31-05-2022,CUST-44,PROD-2,20398,1,0.28,2651.74
ORD-1489,12-11-2022,17-11-2022,CUST-67,PROD-14,20788,3,0.25,2078.8
ORD-1490,15-01-2023,19-01-2023,CUST-125,PROD-49,7694,7,0.05,769.4
ORD-1491,10-05-2023,14-05-2023,CUST-187,PROD-14,49397,8,0.19,1975.88
ORD-1492,18-05-2024,20-05-2024,CUST-118,PROD-48,48199,3,0.14,481.99
ORD-1493,22-08-2022,24-08-2022,CUST-165,PROD-31,12436,5,0.13,-248.72
ORD-1494,26-03-2024,30-03-2024,CUST-128,PROD-47,45825,1,0.15,0
ORD-1495,28-09-2022,03-10-2022,CUST-163,PROD-43,35261,7,0.2,1763.05
ORD-1496,05-06-2022,07-06-2022,CUST-10,PROD-46,627,1,0.02,81.51
ORD-1497,12-06-2023,16-06-2023,CUST-19,PROD-35,17959,4,0.21,1077.54
ORD-1498,10-08-2023,13-08-2023,CUST-3,PROD-3,10432,7,0.02,1356.16
ORD-1499,05-02-2023,10-02-2023,CUST-34,PROD-47,25184,2,0,3777.6
ORD-1500,14-09-2023,18-09-2023,CUST-21,PROD-37,33000,8,0.25,3300
ORD-1501,27-05-2024,31-05-2024,CUST-56,PROD-45,3448,6,0.03,413.76
ORD-1502,21-10-2023,25-10-2023,CUST-52,PROD-23,41212,8,0.3,6181.8
ORD-1503,20-09-2024,24-09-2024,CUST-80,PROD-36,29174,1,0.04,3209.14
ORD-1504,13-01-2023,16-01-2023,CUST-14,PROD-26,32711,6,0.02,4252.43
ORD-1505,06-10-2023,10-10-2023,CUST-83,PROD-24,19893,9,0.24,1790.37
ORD-1506,21-10-2024,26-10-2024,CUST-43,PROD-47,3970,2,0.28,-516.1
ORD-1507,05-04-2024,08-04-2024,CUST-152,PROD-35,35597,7,0,5339.55
ORD-1508,13-11-2023,16-11-2023,CUST-53,PROD-7,49598,6,0.26,5455.78
ORD-1509,23-11-2023,27-11-2023,CUST-90,PROD-31,28185,6,0.24,2536.65
ORD-1510,04-07-2023,06-07-2023,CUST-154,PROD-20,36174,3,0.2,1808.7
ORD-1511,06-03-2024,08-03-2024,CUST-98,PROD-11,36274,1,0.02,4715.62
ORD-1512,24-02-2023,01-03-2023,CUST-155,PROD-9,18098,3,0.13,361.96
ORD-1513,06-06-2022,11-06-2022,CUST-49,PROD-47,46953,8,0.1,2347.65
ORD-1514,16-01-2023,21-01-2023,CUST-85,PROD-27,46954,5,0.28,6104.02
ORD-1515,20-12-2024,24-12-2024,CUST-42,PROD-1,45134,6,0,6770.1
ORD-1516,01-09-2023,04-09-2023,CUST-161,PROD-30,20367,1,0.26,2240.37
ORD-1517,29-12-2022,31-12-2022,CUST-114,PROD-11,6447,7,0.03,773.64
ORD-1518,17-05-2023,22-05-2023,CUST-107,PROD-15,35240,10,0.17,704.8
ORD-1519,23-11-2023,25-11-2023,CUST-91,PROD-49,16464,5,0.11,658.56
ORD-1520,09-01-2024,11-01-2024,CUST-130,PROD-37,47108,5,0.08,3297.56
ORD-1521,07-07-2022,11-07-2022,CUST-12,PROD-16,35538,5,0.3,5330.7
ORD-1522,01-12-2024,05-12-2024,CUST-192,PROD-8,20043,7,0,3006.45
ORD-1523,13-10-2022,15-10-2022,CUST-17,PROD-17,27795,2,0.25,2779.5
ORD-1524,18-09-2023,21-09-2023,CUST-166,PROD-21,3767,9,0.08,263.69
ORD-1525,05-05-2022,07-05-2022,CUST-9,PROD-41,37401,2,0.18,1122.03
ORD-1526,28-08-2024,02-09-2024,CUST-96,PROD-31,7247,9,0.06,652.23
ORD-1527,05-06-2022,10-06-2022,CUST-140,PROD-2,47098,2,0.07,3767.84
ORD-1528,21-06-2024,26-06-2024,CUST-118,PROD-48,30901,5,0.2,1545.05
ORD-1529,13-07-2023,17-07-2023,CUST-116,PROD-45,47819,8,0.24,4303.71
ORD-1530,17-04-2022,20-04-2022,CUST-164,PROD-12,8580,7,0.26,-943.8
ORD-1531,26-01-2024,28-01-2024,CUST-145,PROD-13,8959,2,0.28,1164.67
ORD-1532,22-11-2023,27-11-2023,CUST-160,PROD-32,7349,5,0.27,881.88
ORD-1533,04-05-2024,07-05-2024,CUST-139,PROD-14,7688,6,0.29,1076.32
ORD-1534,17-04-2022,19-04-2022,CUST-193,PROD-19,43836,1,0.12,1315.08
ORD-1535,01-06-2022,06-06-2022,CUST-134,PROD-26,29401,3,0.27,3528.12
ORD-1536,03-11-2024,06-11-2024,CUST-123,PROD-25,27046,5,0.04,2975.06
ORD-1537,13-09-2024,18-09-2024,CUST-191,PROD-29,36543,2,0,5481.45
ORD-1538,10-03-2024,12-03-2024,CUST-117,PROD-9,42710,9,0.16,427.1
ORD-1539,13-11-2024,18-11-2024,CUST-38,PROD-26,9544,2,0.04,1049.84
ORD-1540,04-04-2023,08-04-2023,CUST-187,PROD-26,13757,2,0.07,1100.56
ORD-1541,18-03-2023,20-03-2023,CUST-64,PROD-40,49564,2,0.22,3469.48
ORD-1542,18-07-2024,21-07-2024,CUST-136,PROD-46,35224,6,0.29,4931.36
ORD-1543,29-06-2022,02-07-2022,CUST-86,PROD-2,1327,3,0.13,-26.54
ORD-1544,01-04-2024,06-04-2024,CUST-124,PROD-14,11347,2,0.06,1021.23
ORD-1545,01-07-2024,06-07-2024,CUST-188,PROD-49,21404,7,0.16,214.04
ORD-1546,13-11-2024,17-11-2024,CUST-60,PROD-43,33576,1,0.27,4029.12
ORD-1547,05-07-2022,08-07-2022,CUST-21,PROD-32,19926,7,0.06,1793.34
ORD-1548,28-08-2024,01-09-2024,CUST-141,PROD-43,30881,3,0.22,2161.67
ORD-1549,04-02-2022,08-02-2022,CUST-139,PROD-25,39604,1,0.06,3564.36
ORD-1550,03-06-2024,08-06-2024,CUST-72,PROD-22,7353,2,0.26,808.83
ORD-1551,09-02-2022,11-02-2022,CUST-67,PROD-15,19181,9,0.11,767.24
ORD-1552,30-04-2022,05-05-2022,CUST-80,PROD-50,21552,8,0.07,1724.16
ORD-1553,13-04-2024,16-04-2024,CUST-89,PROD-15,35280,8,0.01,4939.2
ORD-1554,14-12-2022,16-12-2022,CUST-160,PROD-3,15254,10,0.18,457.62
ORD-1555,07-08-2022,09-08-2022,CUST-98,PROD-6,21905,10,0.18,657.15
ORD-1556,21-08-2024,26-08-2024,CUST-125,PROD-36,14774,3,0.3,2216.1
ORD-1557,16-11-2023,20-11-2023,CUST-64,PROD-34,16001,4,0.2,800.05
ORD-1558,31-12-2023,05-01-2024,CUST-108,PROD-9,11190,2,0.1,559.5
ORD-1559,19-02-2024,22-02-2024,CUST-57,PROD-39,11178,4,0.1,558.9
ORD-1560,09-03-2022,13-03-2022,CUST-13,PROD-18,46419,1,0.17,928.38
ORD-1561,23-06-2023,27-06-2023,CUST-81,PROD-2,33087,8,0.28,4301.31
ORD-1562,09-04-2024,11-04-2024,CUST-186,PROD-48,30694,4,0.14,306.94
ORD-1563,21-09-2024,24-09-2024,CUST-155,PROD-43,13886,10,0.21,833.16
ORD-1564,17-11-2023,19-11-2023,CUST-86,PROD-5,44468,3,0.03,5336.16
ORD-1565,14-05-2022,17-05-2022,CUST-164,PROD-22,16483,8,0.04,1813.13
ORD-1566,16-06-2023,19-06-2023,CUST-165,PROD-12,11586,4,0.24,1042.74
ORD-1567,14-06-2022,19-06-2022,CUST-126,PROD-48,32094,6,0,4814.1
ORD-1568,01-04-2023,06-04-2023,CUST-145,PROD-43,20644,6,0.15,0
ORD-1569,14-04-2022,17-04-2022,CUST-147,PROD-3,3537,9,0.05,-353.7
ORD-1570,09-05-2022,14-05-2022,CUST-52,PROD-26,25897,3,0.1,1294.85
ORD-1571,10-09-2023,12-09-2023,CUST-171,PROD-36,41465,1,0.27,4975.8
ORD-1572,13-01-2023,16-01-2023,CUST-161,PROD-14,12893,3,0.16,128.93
ORD-1573,27-07-2023,29-07-2023,CUST-119,PROD-27,4366,2,0.24,392.94
ORD-1574,18-04-2022,23-04-2022,CUST-13,PROD-36,31151,2,0.27,3738.12
ORD-1575,17-05-2022,21-05-2022,CUST-1,PROD-13,33965,9,0.28,4415.45
ORD-1576,23-01-2024,28-01-2024,CUST-160,PROD-49,3281,7,0.04,360.91
ORD-1577,21-12-2022,25-12-2022,CUST-153,PROD-39,24777,3,0.22,1734.39
ORD-1578,11-09-2022,15-09-2022,CUST-58,PROD-1,26247,4,0,3937.05
ORD-1579,23-08-2023,26-08-2023,CUST-160,PROD-42,20777,9,0.24,1869.93
ORD-1580,03-07-2024,08-07-2024,CUST-47,PROD-6,45003,10,0,6750.45
ORD-1581,24-02-2022,01-03-2022,CUST-93,PROD-5,1150,2,0.26,126.5
ORD-1582,15-06-2022,20-06-2022,CUST-61,PROD-10,17708,3,0.2,885.4
ORD-1583,25-06-2022,30-06-2022,CUST-160,PROD-33,837,7,0.09,-50.22
ORD-1584,18-12-2024,22-12-2024,CUST-94,PROD-15,25022,1,0.07,2001.76
ORD-1585,23-06-2024,27-06-2024,CUST-184,PROD-5,14410,10,0.21,864.6
ORD-1586,18-06-2023,21-06-2023,CUST-27,PROD-48,34718,10,0.29,4860.52
ORD-1587,02-09-2022,06-09-2022,CUST-9,PROD-10,34596,4,0.09,2075.76
ORD-1588,29-07-2022,03-08-2022,CUST-199,PROD-42,44932,3,0.03,5391.84
ORD-1589,26-04-2022,01-05-2022,CUST-142,PROD-26,20013,3,0.06,1801.17
ORD-1590,19-05-2024,23-05-2024,CUST-24,PROD-38,13589,5,0.27,1630.68
ORD-1591,07-07-2023,09-07-2023,CUST-199,PROD-19,2128,2,0.1,106.4
ORD-1592,25-08-2024,30-08-2024,CUST-81,PROD-48,19796,3,0.12,593.88
ORD-1593,03-09-2023,06-09-2023,CUST-87,PROD-29,47203,4,0.05,4720.3
ORD-1594,10-02-2022,15-02-2022,CUST-181,PROD-2,25942,1,0.12,778.26
ORD-1595,01-10-2024,03-10-2024,CUST-108,PROD-12,10965,2,0.25,1096.5
ORD-1596,12-03-2023,15-03-2023,CUST-6,PROD-29,13442,2,0.1,672.1
ORD-1597,20-09-2022,24-09-2022,CUST-62,PROD-26,37088,1,0.11,1483.52
ORD-1598,08-02-2024,12-02-2024,CUST-79,PROD-25,8563,1,0.28,1113.19
ORD-1599,30-05-2022,03-06-2022,CUST-111,PROD-48,9424,3,0,1413.6
